Name,Rank,Country,Childrens,Age,Industry,NetWorth,Source,Citizenship,Education,Self_made,Status,Residence
Tobi Lutke,232,Canada,3,40,Technology,$9.8 B,e-commerce,Canada,,True,Married,"Ottawa, Canada"
Todd Christopher,1299,United States,0,58,Fashion & Retail,$2.4 B,hair care products,United States,,True,Married,"Clearwater, Florida"
Todd McKinnon,1833,United States,2,49,Technology,$1.7 B,software,United States,"Bachelor of Science, Brigham Young University; Master of Science, California Polytechnic State University",True,Married,"San Francisco, California"
Todd Wagner,1664,United States,1,60,Media & Entertainment,$1.9 B,online media,United States,"Bachelor of Arts/Science, Indiana University; Doctor of Jurisprudence, University of Virginia",True,Married,"Dallas, Texas"
Todd Wanek,807,United States,2,57,Manufacturing,$3.7 B,furniture,United States,,False,Married,"St. Petersburg, Florida"
Tom & Judy Love,205,United States,4,83,Fashion & Retail,$10.8 B,retail & gas stations,United States,,True,Married,"Oklahoma City, Oklahoma"
Tom Golisano,680,United States,2,79,Service,$4.2 B,payroll services,United States,"Associate in Arts/Science, SUNY Tech Alfred",True,Married,"Naples, Florida"
Tom Gores,486,United States,3,56,Finance & Investments,$5.7 B,private equity,United States,"Bachelor of Arts/Science, Michigan State University",True,Married,"Beverly Hills, California"
Tom Morris,1008,United Kingdom,0,66,Fashion & Retail,$3 B,retail,United Kingdom,,True,Married,"Merseyside, United Kingdom"
Tom Persson,1362,Sweden,0,36,Fashion & Retail,$2.3 B,H&M,Sweden,,False,Married,"Stockholm, Sweden"
Tomas Olivo Lopez,1931,Spain,3,47,Real Estate,$1.6 B,shopping centers,Spain,,True,Separated,"Marbella, Spain"
Tomasz Biernacki,956,Poland,0,48,Fashion & Retail,$3.2 B,supermarkets,Poland,,True,,"Krotoszyn,, Poland"
Tong Jinquan,1174,China,2,66,Real Estate,$2.7 B,real estate,China,,True,Married,"Shanghai, China"
Tong Judy Wenhong,2674,China,0,51,Technology,$1 B,e-commerce,China,,True,,"Hangzhou, China"
Tony Chen,1833,Taiwan,0,71,Technology,$1.7 B,electronics,Taiwan,"Bachelor of Arts/Science, National Cheng Kung University",True,Married,"Taichung, Taiwan"
Tony Tamer,638,United States,4,63,Finance & Investments,$4.5 B,private equity,United States,,True,Married,"New York, New York"
Tony Tan Caktiong & family,1299,Philippines,3,68,Food & Beverage,$2.4 B,food,Philippines,,True,Married,"Manila, Philippines"
Tony Xu,1111,United States,0,36,Technology,$2.8 B,food delivery service,United States,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of California, Berkeley",True,,"San Francisco, California"
Tony Zhao,2524,China,0,49,Technology,$1.1 B,software,China,,True,,"Shanghai, China"
Tor Peterson,1750,United States,0,56,Metals & Mining,$1.8 B,commodities,United States,"Bachelor of Arts/Science, Duke University",True,Single,"Zug, Switzerland"
Torbjorn Tornqvist,1750,Sweden,0,67,Energy,$1.8 B,oil trading,Sweden,"Graduate, Stockholm University",True,,"Geneva, Switzerland"
Torstein Hagen,2035,Norway,2,78,Service,$1.5 B,cruises,Norway,,True,Divorced,"Lucerne, Switzerland"
Torsten Toeller,1249,Germany,0,55,Fashion & Retail,$2.5 B,pet food,Germany,,True,Married,"Krefeld, Germany"
Tran Ba Duong & family,1931,Vietnam,2,61,Automotive,$1.6 B,automotive,Vietnam,,True,Married,"Ho Chi Minh City, Vietnam"
Tran Dinh Long,1444,Vietnam,0,60,Manufacturing,$2.2 B,steel,Vietnam,,True,Married,"Hanoi, Vietnam"
Traudl Engelhorn & family,680,Germany,4,94,Healthcare,$4.2 B,"pharmaceuticals, medical equipment",Germany,,False,Widowed,"Lucerne, Switzerland"
Travis Kalanick,1111,United States,0,44,Technology,$2.8 B,Uber,United States,"Drop Out, University of California, Los Angeles",True,Single,"Los Angeles, California"
Trevor Milton,2141,United States,0,39,Automotive,$1.4 B,★,United States,"Drop Out, Utah Valley University",True,Married,"Phoenix, Arizona"
Trevor Rees-Jones,727,United States,2,69,Energy,$4 B,oil & gas,United States,"Bachelor of Arts/Science, Dartmouth College; Doctor of Jurisprudence, Southern Methodist University",True,Married,"Dallas, Texas"
Trudy Shan Dai,2524,China,0,45,Technology,$1.1 B,e-commerce,China,,True,,"Hangzhou, China"
Tsai Cheng-ta,956,Taiwan,0,71,Finance & Investments,$3.2 B,finance,Taiwan,Chinese Culture University,False,Married,"Taipei, Taiwan"
Tsai Chi-jui,2674,Taiwan,3,81,Fashion & Retail,$1 B,shoes,Taiwan,National Taichung University of Education,True,Married,"Taichung, Taiwan"
Tsai Eng-meng,421,Taiwan,2,64,Food & Beverage,$6.3 B,"food, beverages",Taiwan,,False,Married,"Shanghai, China"
Tsai Hong-tu,956,Taiwan,3,68,Finance & Investments,$3.2 B,finance,Taiwan,"Law Degree, National Taiwan University; Ph.D, Southern Methodist University",False,Married,"Taipei, Taiwan"
Tsai Ming-kai,1174,Taiwan,2,71,Technology,$2.7 B,semiconductors,Taiwan,"Bachelor of Engineering, National Taiwan University; Master of Science in Engineering, University of Cincinnati",True,Married,"Hsinchu, Taiwan"
Tse Ping,264,China,0,69,Healthcare,$8.9 B,pharmaceuticals,China,,True,Married,"Hong Kong, Hong Kong"
Tseng Cheng,1931,Taiwan,2,59,Manufacturing,$1.6 B,petrochemicals,Taiwan,,False,Married,Taiwan
Tseng Sing-ai,2524,Taiwan,0,,Manufacturing,$1.1 B,petrochemicals,Taiwan,,False,,Taiwan
Tung Chee Chen,891,Hong Kong,2,78,Logistics,$3.4 B,shipping,Hong Kong,"Master of Science, Massachusetts Institute of Technology; Bachelor of Arts/Science, University of Liverpool",False,Married,"Hong Kong, Hong Kong"
Tung Chee Hwa,1205,Hong Kong,3,83,Logistics,$2.6 B,shipping,Hong Kong,"Bachelor of Science in Engineering, University of Liverpool",False,Married,"Hong Kong, Hong Kong"
Tung Ching Bor,1931,China,0,58,Manufacturing,$1.6 B,manufacturing,China,,True,,"Dongguan, China"
Tung Ching Sai,1833,China,0,56,Manufacturing,$1.7 B,manufacturing,China,,True,,"Dongguan, China"
Turgay Ciner,2263,Turkey,1,65,Diversified,$1.3 B,diversified,Turkey,"Bachelor of Arts/Science, Istanbul Academy",True,Married,"Istanbul, Turkey"
Ty Warner,831,United States,0,76,Real Estate,$3.6 B,"real estate, plush toys",United States,"Drop Out, Kalamazoo College",True,Single,"Oak Brook, Illinois"
Tyler Perry,2674,United States,1,51,Media & Entertainment,$1 B,"movies, television",United States,,True,In Relationship,"Atlanta, Georgia"
Tyler Winklevoss,1008,United States,0,39,Finance & Investments,$3 B,cryptocurrency,United States,"Bachelor of Arts/Economics, Harvard University",True,,"New York, New York"
Uday Kotak,121,India,2,62,Finance & Investments,$15.9 B,banking,India,"Bachelor of Arts/Science, Bombay University; Master of Business Administration, University of Bombay",True,Married,"Mumbai, India"
Udo & Harald Tschira,727,Germany,0,,Technology,$4 B,software,Germany,,False,,Germany
Udo Mueller,2378,Germany,0,59,Media & Entertainment,$1.2 B,advertising,Germany,,True,,"Cologne, Germany"
Ugur Sahin,727,Germany,0,55,Healthcare,$4 B,biotechnology,Germany,,True,Married,"Mainz, Germany"
Ulrich Mommert & family,2378,Austria,0,80,Automotive,$1.2 B,lighting,Austria,,True,,
Ulrike Baro,2035,Germany,0,,Healthcare,$1.5 B,biopharmaceuticals,Germany,,False,,"Munich, Germany"
Ulrike Meister,2263,Germany,0,54,Manufacturing,$1.3 B,appliances,Germany,,False,,"Landsberg, Germany"
Urs Wietlisbach,1064,Switzerland,0,59,Finance & Investments,$2.9 B,private equity,Switzerland,,True,,"Zug, Switzerland"
Vadim Moshkovich,1299,Russia,3,54,Food & Beverage,$2.4 B,"agriculture, land",Russia,"Bachelor of Arts/Science, Moscow Institute of Radioengineering, Electronics and Automation",True,Married,"Moscow, Russia"
Vadim Novinsky,2141,Ukraine,3,57,Metals & Mining,$1.4 B,steel,Ukraine,"Bachelor of Arts/Science, Academy of Civil Aviation (Leningrad)",True,Married,"Kiev, Ukraine"
Vadim Yakunin,2674,Russia,3,58,Healthcare,$1 B,pharmacy,Russia,"Bachelor of Arts/Science, Moscow Institute of Physics and Technology",True,Married,"Moscow, Russia"
Vagit Alekperov,66,Russia,1,70,Energy,$24.9 B,oil,Russia,"Bachelor of Science in Engineering, Azerbaijan Institute of Oil and Chemistry",True,Married,"Moscow, Russia"
Valentin Gapontsev & family,1111,United States,1,82,Manufacturing,$2.8 B,lasers,United States,"Bachelor of Science in Engineering, Lviv Polytechnic National University; Ph.D, Moscow Institute of Physics and Technology",True,Married,"Worcester, Massachusetts"
Valentin Kipyatkov,1174,Russia,1,44,Technology,$2.7 B,computer software,Russia,"Master of Science, Saint Petersburg State University",True,Married,"Prague, Czechia"
Valerie Mars,316,United States,2,62,Food & Beverage,$7.8 B,"candy, pet food",United States,"Master of Business Administration, Columbia University; Bachelor of Arts/Science, Yale University",False,Married,"New York, New York"
Vanich Chaiyawan,1362,Thailand,8,89,Finance & Investments,$2.3 B,"insurance, beverages",Thailand,,True,Married,"Bangkok, Thailand"
Vardis Vardinoyannis & family,2141,Greece,5,88,Energy,$1.4 B,oil and gas,Greece,,True,,"Athens, Greece"
Vasily Anisimov,1833,Russia,4,69,Metals & Mining,$1.7 B,real estate,Russia,"Bachelor of Arts/Science, Alma-Ata Institute of National Economy",True,Divorced,"Moscow, Russia"
Vera Rechulski Santo Domingo,2524,Brazil,2,72,Food & Beverage,$1.1 B,beer,Brazil,,False,Widowed,Bermuda
Veronica Squinzi,2674,Italy,0,49,Construction & Engineering,$1 B,chemical products,Italy,"Master of Business Administration, SDA Bocconi School of Management; Bachelor of Arts/Science, University of Milan",False,,"Milan, Italy"
Viatcheslav Kantor,638,Russia,5,67,Manufacturing,$4.5 B,"fertilizer, real estate",Russia,"Ph.D, Moscow Aviation University",True,Married,"London, United Kingdom"
Vicky Safra,339,Greece,4,68,Finance & Investments,$7.4 B,banking,Greece,,False,Widowed,"Crans-Montana, Switzerland"
Victor Jacobsson,1174,Sweden,0,39,Finance & Investments,$2.7 B,fintech,Sweden,"Master of Science, Stockholm School of Economics",True,,"Stockholm, Sweden"
Victor Pinchuk,1249,Ukraine,4,60,Metals & Mining,$2.5 B,"steel pipes, diversified",Ukraine,"Doctorate, Dniepropetrovsk Metallurgical Institute",True,Married,"Kiev, Ukraine"
Victoria Mars,316,United States,4,64,Food & Beverage,$7.8 B,"candy, pet food",United States,"Master of Business Administration, University of Pennsylvania, The Wharton School; Bachelor of Arts/Science, Yale University",False,Married,"Philadelphia, Pennsylvania"
Vijay Shekhar Sharma,1362,India,1,42,Service,$2.3 B,financial technology,India,"Bachelor of Science in Engineering, Delhi University",True,Married,"Delhi, India"
Vikas Oberoi,1517,India,2,50,Real Estate,$2.1 B,real estate,India,"Bachelor of Arts/Science, Bombay University",False,Married,"Mumbai, India"
Vikram Lal & family,561,India,3,79,Automotive,$5 B,motorcycles,India,,False,Married,"Delhi, India"
Viktor Kharitonin,891,Russia,2,48,Healthcare,$3.4 B,pharmaceuticals,Russia,"Bachelor of Arts/Science, Novosibirsk State University",True,Married,"Moscow, Russia"
Viktor Rashnikov,195,Russia,2,72,Manufacturing,$11.2 B,steel,Russia,"Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute",True,Married,"Magnitogorsk, Russia"
Viktor Vekselberg,262,Russia,2,63,Energy,$9 B,"metals, energy",Russia,"Bachelor of Arts/Science, Moscow State University of Railway Engineering",True,Married,"Moscow, Russia"
Vincent Bolloré & family,369,France,4,69,Finance & Investments,$7 B,investments,France,"LLB, Universite Paris X Nanterre",False,Married,"Paris, France"
Vincent Lo,1750,Hong Kong,2,72,Real Estate,$1.8 B,real estate,Hong Kong,"Bachelor of Arts/Economics, University of New South Wales",False,Married,"Hong Kong, Hong Kong"
Vincent McMahon,1517,United States,2,75,Sports,$2.1 B,entertainment,United States,"Bachelor of Arts/Science, East Carolina University",True,Married,"Greenwich, Connecticut"
Vincent Viola,807,United States,3,65,Finance & Investments,$3.7 B,electronic trading,United States,"Doctor of Jurisprudence, New York Law School; Bachelor of Arts/Science, United States Military Academy",True,Married,"New York, New York"
Vinod & Anil Rai Gupta,727,India,0,,Manufacturing,$4 B,electrical equipment,India,,False,,"Delhi, India"
Vinod Khosla,1174,United States,4,66,Technology,$2.7 B,venture capital,United States,"Master of Science, Carnegie Mellon University; Bachelor of Arts/Science, Indian Institute of Technology; Master of Business Administration, Stanford Graduate School of Business",True,Married,"Portola Valley, California"
Vinod Saraf,2035,India,2,68,Manufacturing,$1.5 B,chemicals,India,"Master of Business Administration, Birla Institute of Technology and Science (BITS) - Pilani",True,Married,"Mumbai, India"
Vitaly Orlov,2674,Russia,4,56,Food & Beverage,$1 B,fisheries,Russia,"Bachelor of Engineering, Murmansk Higher Marine Engineering School",True,Married,"Murmansk, Russia"
Vito Rodriguez Rodriguez,2141,Peru,3,82,Diversified,$1.4 B,processed milk,Peru,,True,Married,"Lima, Peru"
Vivek Chaand Sehgal,859,Australia,2,64,Automotive,$3.5 B,auto parts,Australia,"Bachelor of Arts/Science, Delhi University",True,Married,"Delhi, India"
Vivek Chand Burman,1111,India,2,83,Food & Beverage,$2.8 B,consumer goods,India,"Bachelor of Arts/Science, University of Miami",False,Married,"Delhi, India"
Vivien Chen,2263,Hong Kong,3,62,Real Estate,$1.3 B,real estate,Hong Kong,,False,,"Hong Kong, Hong Kong"
Vlad Shmunis,1444,United States,0,60,Technology,$2.2 B,cloud technology,United States,"Bachelor of Science, San Francisco State University; Master of Science, San Francisco State University",True,Married,"San Francisco, California"
Vlad Tenev,2674,United States,1,34,Finance & Investments,$1 B,stock trading,United States,"Bachelor of Arts/Science, Stanford University",True,Married,"Palo Alto, California"
Vlad Vendrow & family,2674,United States,0,53,Technology,$1 B,software,United States,,True,,"Reno, Nevada"
Vladimir Bogdanov,1750,Russia,1,69,Energy,$1.8 B,oil,Russia,"Bachelor of Arts/Science, Tyumen Industrial Institute",True,Married,"Surgut, Russia"
Vladimir Kim,622,Kazakhstan,3,60,Metals & Mining,$4.6 B,mining,Kazakhstan,,True,Married,"Almaty, Kazakhstan"
Vladimir Leschikov,2674,Russia,7,64,Real Estate,$1 B,real estate,Russia,"Bachelor of Science, Dagestan State University",True,Married,"Moscow, Russia"
Vladimir Lisin,59,Russia,3,64,Metals & Mining,$26.2 B,"steel, transport",Russia,"Doctorate, Russian Academy of Economics; Bachelor of Arts/Science, Siberian Metallurgical Institute",True,Married,"Moscow, Russia"
Vladimir Litvinenko,2035,Russia,1,65,Manufacturing,$1.5 B,chemical industry,Russia,"Master of Science, Saint Petersburg Mining University",True,Married,"Saint Petersburg, Russia"
Vladimir Potanin,55,Russia,7,60,Metals & Mining,$27 B,metals,Russia,"Bachelor of Arts/Science, Moscow Institute of International Relations",True,Married,"Moscow, Russia"
Vladimir Yevtushenkov,891,Russia,2,72,Telecom,$3.4 B,"telecom, investments",Russia,"Bachelor of Arts/Science, Mendeleyev Chemical Engin; Master of Science, Moscow State University",True,Married,"Moscow, Russia"
Vonnarat Tangkaravakoon,1833,Thailand,0,49,Manufacturing,$1.7 B,"wire & cables, paints",Thailand,"Bachelor of Commerce, Chulalongkorn University",False,,"Bangkok, Thailand"
Vyacheslav Kim,925,Kazakhstan,0,51,Finance & Investments,$3.3 B,fintech,Kazakhstan,,True,Single,"Almaty, Kazakhstan"
W. Herbert Hunt,1580,United States,5,92,Energy,$2 B,oil,United States,,False,Married,"Dallas, Texas"
Walter Faria,1064,Brazil,1,66,Food & Beverage,$2.9 B,beer,Brazil,,True,,"Rio de Janeiro, Brazil"
Walter Frey,1580,Switzerland,0,77,Automotive,$2 B,car dealerships,Switzerland,"Bachelor of Business Administration, London School of Economics; Bachelor of Business Administration, University of Zurich",False,,"Küsnacht, Switzerland"
Walter P.J. Droege,727,Germany,0,68,Finance & Investments,$4 B,investing,Germany,,True,Married,"Dusseldorf, Germany"
"Walter Scott, Jr. & family",561,United States,6,89,Energy,$5 B,"utilities, telecom",United States,"Bachelor of Arts/Science, Colorado State University",True,Widowed,"Omaha, Nebraska"
Walther Moreira Salles Junior,1362,Brazil,1,64,Finance & Investments,$2.3 B,"banking, minerals",Brazil,"Bachelor of Arts/Science, University of Southern California",False,Married,"Rio de Janeiro, Brazil"
Wan Feng & family,2378,China,0,52,Healthcare,$1.2 B,medical equipment,China,,True,,"Shenzhen, China"
